^VOX,^VCR,^VDC,^VDE,^VFH,^VHT,^VIS,^VGT,^VAW,^VNQ,^VPU,^VIX,sp500,label
57.45,48.76,67.34,77.95,28.82,51.43,53.72,50.73,65.7,49.78,64.83,26.24,1079.25,0
57.62,48.76,67.35,77.9,28.8,51.26,53.73,50.94,66,49.74,64.77,26.1,1079.38,0
58.39,49.51,67.98,79.29,29.07,51.93,54.75,51.6,67.68,50.88,65.44,24.33,1092.54,0
58.68,50.02,68.06,78.51,29.14,51.91,54.87,51.82,67.91,50.93,65.18,24.59,1094.16,0
57.66,49.08,67.26,77.24,28.47,51,53.66,51.17,66.38,49.63,64.11,26.44,1075.63,0
57.26,48.97,67.2,76.26,28.4,50.85,53.43,51.13,66.15,49.47,64.32,25.49,1071.69,0
56.96,48.53,67.3,76.33,28.2,50.91,52.73,50.63,65.43,49.21,64.5,25.66,1067.36,0
56.78,47.67,66.99,75.24,27.75,49.88,51.71,49.82,64.01,49.01,64.63,27.46,1051.87,0
57.28,48.2,67.15,75.08,27.91,50.42,51.79,50.15,64.23,49.79,64.71,26.7,1055.33,0
57.09,47.88,66.66,74.42,27.65,50,51.54,49.66,64.23,49.49,64.43,27.37,1047.22,0
57.73,48.7,67.17,76.48,28.27,50.56,52.74,50.36,66.07,50.31,65.58,24.45,1064.59,0
56.9,47.77,66.63,75.41,27.7,49.96,51.83,49.7,65.05,49.92,64.71,27.21,1048.92,0
57.33,47.78,66.7,75.18,27.89,49.69,51.69,49.35,65.38,50.3,64.95,26.05,1049.33,0
58.58,49.51,67.9,77.99,28.96,50.9,53.71,50.76,67.43,51.94,66.42,23.89,1080.29,0
58.77,50.49,68.29,78.66,29.21,51.26,54.46,51.28,68.25,52.6,66.27,23.19,1090.1,0
59.38,51.23,68.73,79.43,29.8,51.76,55.26,52.13,69.06,53.37,66.68,21.31,1104.51,0
58.96,50.42,68.42,78.26,29.15,51.39,54.66,51.63,68.44,52.55,66.27,23.8,1091.84,0
59.33,50.78,68.69,78.85,29.44,51.68,55.21,51.84,68.86,52.66,66.06,23.25,1098.87,0
59.86,50.81,68.94,79.02,29.71,52.23,55.27,51.93,68.72,52.05,66.56,22.81,1104.18,0
59.94,51.23,69.28,79.92,29.76,52.66,55.65,51.91,69.09,52.33,66.28,21.99,1109.55,0
60.34,51.88,69.43,80.45,30.41,52.85,56.34,53.04,70.27,53.19,66.63,21.21,1121.9,0
60.18,52.02,69.44,80.31,30.14,53.07,56.21,53.3,70.23,52.99,66.5,21.56,1121.1,0
60.68,52.14,70,80.22,30.27,53.49,56.28,53.56,70.18,53.45,66.18,22.1,1125.07,0
60.42,52.09,69.92,79.85,30.15,53.38,56.1,53.91,70.5,53.17,65.81,21.72,1124.66,0
60.94,52.25,69.84,79.58,30.04,53.41,56.58,54.13,70.49,53.33,65.7,22.01,1125.59,0
62.08,53.28,70.6,80.98,30.67,54.12,57.49,54.99,71.03,54.63,66.61,21.5,1142.71,0
62.27,53.05,70.49,80.89,30.38,54.15,57.58,54.87,70.66,53.83,66.3,22.35,1139.78,0
61.92,52.69,70.56,80.38,29.88,54.14,57.21,54.6,70.78,53.1,66.68,22.51,1134.28,0
61.61,52.43,70.1,79.83,29.33,53.93,56.3,54.57,70.07,51.79,65.99,23.87,1124.83,0
62.62,53.81,71,81.52,30.01,54.65,57.93,55.76,71.8,52.78,66.43,21.71,1148.67,0
62.98,53.57,70.71,81.26,29.71,54.31,57.57,55.71,71.49,52.13,66.56,22.54,1142.16,0
63.22,54.06,71.25,81.94,29.82,54.76,57.98,55.82,71.7,52.34,66.75,22.6,1147.7,0
62.89,53.8,70.96,82.69,29.64,54.62,57.92,55.87,71.15,51.93,66.47,23.25,1144.73,0
62.76,53.72,70.68,82.73,29.62,54.53,57.79,55.6,70.9,52.08,66.43,23.7,1141.2,0
63.17,53.82,70.85,83.76,29.85,54.55,57.86,55.6,71.69,52.34,66.86,22.5,1146.24,0
62.98,53.59,70.56,82.71,29.69,54.02,57.16,54.96,70.69,52.82,66.59,23.53,1137.03,0
64.02,54.72,71.29,84.63,30.32,54.95,58.69,56.13,72.63,53.66,67.29,21.76,1160.75,0
63.72,54.37,71.5,85.19,30.29,54.8,59.05,55.7,73.13,53.37,67.06,21.49,1159.97,0
63.16,54.52,71.28,84.84,30.19,54.81,59.02,55.84,72.6,53.52,67.16,21.56,1158.06,0
63.07,55.17,71.48,86.04,30.25,55.02,59.57,56.21,74,53.67,67.37,20.71,1165.15,0
63.01,55.33,71.54,86.16,30.25,55.07,59.43,56.27,74.01,53.66,67.41,18.96,1165.32,0
63.11,55.5,71.76,86.23,30.56,55.21,59.47,56.68,74.15,54.04,67.19,18.93,1169.77,0
63.41,55.65,72.31,87.2,30.65,55.62,60.32,57.23,75.43,54.6,67.44,19.07,1178.1,0
63.31,55.41,72.41,87.16,30.18,55.47,60.03,57.24,74.77,54.46,67.28,19.88,1173.81,0
63.06,55.73,72.59,87.37,29.75,55.64,59.59,58.25,75.01,54.39,67.54,19.03,1176.19,0
63.41,55.69,72.72,87.93,30.37,56.11,59.72,58.42,75.2,55.09,68.07,19.09,1184.71,0
62.47,54.81,71.97,85.73,30.01,55.13,58.79,57.5,73.55,54.41,67.64,20.63,1165.9,0
63.35,55.47,72.49,86.89,30.34,55.47,59.72,57.91,75.06,55.6,68.17,19.79,1178.17,0
63.11,55.73,72.71,86.62,30.27,55.62,60.13,57.98,74.96,55.54,67.79,19.27,1180.26,0
63.06,56.07,72.94,87.12,30.3,55.68,60.17,58.41,74.55,55.57,67.44,18.78,1183.08,0
63.35,56.4,73.09,87.25,30.19,55.97,60.39,58.69,75.9,55.67,67.3,19.85,1185.62,0
63.45,56.71,72.76,87.39,30.23,55.81,60.22,58.74,75.73,55.27,67.25,20.22,1185.64,0
63.06,56.38,72.5,87.08,30.25,55.63,59.85,59.1,75.18,54.88,67.03,20.71,1182.45,0
63.47,56.58,72.64,86.91,30.19,55.83,59.69,59.07,74.98,54.54,67.22,20.88,1183.78,0
63.47,56.63,72.86,86.95,30.19,55.58,59.82,59.16,75.65,54.55,67.32,21.2,1183.26,0
63.43,56.52,72.77,87.2,30.15,55.53,59.77,59.23,75.63,55.02,66.81,21.83,1184.38,0
64.1,57.26,73.07,88.22,30.27,55.98,60.36,59.79,76.39,55.4,67.61,21.57,1193.57,0
64.38,57.46,73.25,88.41,30.52,56.08,60.51,60.14,76.22,55.4,67.49,19.56,1197.96,0
65.18,58.42,74.14,91.13,31.52,56.38,61.83,61.1,78.69,56.68,68.24,18.52,1221.06,0
64.92,58.76,73.9,91.51,32.12,56.19,62.22,61.16,78.94,57.29,68.3,18.26,1225.85,0
64.76,58.75,73.66,92.16,31.91,55.98,61.99,61.27,79.3,56.98,67.84,18.29,1223.25,0
64.51,58.16,73.35,92.03,31.26,55.73,61.42,60.95,77.97,54.67,67.6,19.08,1213.4,0
64.7,58.61,73.24,93.41,31.65,55.89,61.46,61.16,78.48,55.35,67.34,18.47,1218.71,0
64.5,58.59,73.17,94.36,31.37,55.99,61.19,60.19,79.09,54.91,67.38,18.64,1213.54,0
63.9,57.89,72.92,92.88,30.89,55.34,60.36,59.34,77.27,54.4,66.85,20.61,1199.21,0
63.84,57.77,72.91,92.48,30.96,55.33,60.62,59.1,76.71,53.88,67.1,20.2,1197.75,0
62.74,56.97,72.14,90.7,30.4,54.53,59.67,58.09,75.08,52.03,66.25,22.58,1178.34,0
62.92,57.47,72.13,91.1,30.26,54.64,59.71,58.1,75.1,52.43,66.22,21.76,1178.59,0
63.9,58.05,73.07,93.03,30.65,55.34,60.8,59.14,76.61,52.9,66.64,18.75,1196.69,0
64.02,58.41,73.25,93.79,30.65,55.33,61.09,59.34,77.12,53.18,66.45,18.04,1199.73,0
63.95,58.71,73.2,93.57,30.29,55.45,60.95,59.73,77.49,53.32,66.61,18.37,1197.84,0
63.27,57.98,72.46,91.7,29.85,54.77,60.19,58.91,76.25,52.9,66.02,20.63,1180.73,0
63.89,59.16,73.03,93.34,30.33,55.27,61.53,59.96,77.62,53.92,66.41,19.56,1198.35,0
63.75,58.95,72.65,92.4,30.04,54.83,61.16,59.75,76.86,53.81,66.09,22.22,1189.4,0
63.25,58.62,72.48,92.86,30.19,54.75,61.13,59.36,76.98,53.78,65.85,21.53,1187.76,0
63.02,58.49,72.17,92.58,29.94,54.3,60.89,58.6,76.93,53.54,65.7,23.54,1180.55,0
63.82,59.62,73.26,95.11,30.55,55.32,62.45,59.92,79.01,53.85,66.45,21.36,1206.07,0
64.4,60.33,73.36,96.49,31.29,55.74,63.39,60.7,80.07,54.68,66.68,19.39,1221.53,0
64.7,60.54,73.45,97.05,31.39,55.81,63.63,60.94,80.83,54.67,66.9,18.01,1224.71,0
64.82,60.62,73.31,97.4,31.36,55.5,63.65,61.03,80.95,54.78,66.67,18.02,1223.12,0
64.97,60.6,73.61,97.17,31.39,55.54,63.9,61.05,80.91,54.9,66.31,17.99,1223.75,0
64.96,60.55,73.85,96.71,31.83,55.61,63.77,61.54,80.25,54.09,66.09,17.74,1228.28,0
65.57,60.61,74.09,96.9,32.16,55.74,63.91,61.57,80.54,53.61,66.33,17.25,1233,0
65.98,60.9,74.2,97.32,32.46,56.36,64.6,61.96,81.28,53.96,66.64,17.61,1240.4,0
65.98,60.52,74.19,98,32.42,56.41,64.55,61.72,81.56,54.05,66.9,17.55,1240.46,0
66.81,60.43,74.5,97.61,32.19,57.05,64.78,61.65,81.71,53.52,67.06,17.61,1241.59,0
66.53,60.2,74.55,96.97,31.92,56.98,64.49,61.36,81.19,53.01,66.55,17.94,1235.23,0
66.63,60.72,75.19,97.61,31.98,57.43,65.15,61.56,81.91,53.1,67.12,17.39,1242.87,0
66.22,60.84,75.37,97.58,32.13,57.56,65,61.78,82.49,53.54,67.32,16.11,1243.91,0
66.75,61.19,75.31,98.32,32.24,57.58,65.04,61.71,82.72,54.18,67.59,16.41,1247.08,0
67.04,61.5,75.17,99.39,32.74,57.52,65.58,62.08,83.63,54.75,67.58,16.49,1254.6,0
65.24,60.97,73.54,98.51,33.12,56.68,64.9,61.72,81.8,55.17,67.22,15.45,1258.84,0
65.33,60.77,73.55,98.71,32.89,56.68,64.72,61.63,81.96,54.92,67.24,16.47,1256.77,0
65.59,60.64,73.29,98.36,32.98,56.54,64.82,61.78,81.91,55,67.22,17.67,1257.54,0
65.51,60.43,73.41,98.72,33,56.55,64.88,61.71,82.09,55.22,67.37,17.52,1258.51,0
65.63,60.62,73.42,99.6,32.94,56.6,64.84,61.79,82.57,55.33,67.31,17.28,1259.78,0
65.64,60.64,73.42,99.78,32.83,56.42,64.83,61.73,82.6,55.48,67.17,17.52,1257.88,0
65.63,60.47,73.39,99.67,32.88,56.25,64.82,61.52,82.6,55.37,67.08,17.75,1257.64,0
66.63,61.19,73.51,100.6,33.6,56.85,65.37,62.22,83.25,56.4,67.5,17.61,1271.87,0
66.89,60.78,73.2,99.84,33.43,56.98,65.11,62.3,82.64,55.32,67.72,17.38,1270.2,0
67.66,61.29,73.29,100.18,33.8,57.14,65.54,62.74,82.78,55.52,67.42,17.02,1276.56,0
66.52,60.91,73.02,99.38,33.62,57.31,65.41,63.28,82.44,55,67.4,17.4,1273.85,0
66.09,60.8,72.71,100,33.34,57.25,65.49,63.13,82.26,55.02,67.76,17.14,1271.5,0
65.88,60.84,72.71,99.79,33.26,57.16,65.59,63.33,82.39,55.01,67.51,17.54,1269.75,0
65.28,60.72,72.7,101.31,33.41,57.48,65.8,63.44,83.07,54.89,67.56,16.89,1274.48,0
65.58,60.94,73.27,102.53,33.9,57.79,66.37,64.02,83.98,55.12,67.93,16.24,1285.96,0
65.78,60.78,73.5,102.32,33.78,57.55,66.46,63.96,83.35,55.3,67.89,16.39,1283.76,0
65.51,61.22,73.52,103.35,34.32,57.6,66.76,64.57,83.49,55.67,68.16,15.46,1293.24,0
64.97,61.28,73.54,104.06,34.19,57.93,67.1,64.86,84.09,56.15,68.42,15.87,1295.02,0
64.33,60.55,73.27,102.69,33.4,57.38,66.25,64.19,81.96,55.41,68.21,17.31,1281.92,0
64.14,60.63,73.56,101.85,33.49,57.37,65.89,63.6,80.73,55.42,68.53,17.99,1280.26,0
64.3,60.65,73.59,102.33,33.73,57.37,66.38,63.23,80.52,55.46,68.47,18.47,1283.35,0
64.85,60.99,73.84,102.66,33.72,57.42,67.11,64.14,81.5,55.74,68.89,17.65,1290.84,0
65.31,60.93,73.98,102.22,33.71,57.44,66.99,64.23,81.65,56.39,68.8,17.59,1291.18,0
66.3,61.12,73.87,104.68,33.72,57.48,67.56,64.7,83.43,56.48,68.67,16.64,1296.63,0
66,61.63,73.23,104.25,34,57.67,67.87,65,82.89,57.37,68.89,16.15,1299.54,0
64.43,59.79,72.36,103.85,33.37,56.57,66.5,63.52,81.62,56.42,67.94,20.04,1276.34,0
64.56,59.89,72.21,106.68,33.67,56.7,67.14,63.94,82.76,57.17,68.05,19.53,1286.12,0
65.57,60.72,72.74,108.62,34.3,57.62,68.23,65.17,85.02,57.31,68.84,17.63,1307.59,0
65.33,60.48,72.43,108.57,34.08,57.47,68.01,65.38,84.76,57.31,68.52,17.3,1304.03,0
65.69,61.19,72.81,108.64,34.07,57.6,68.03,65.46,85.01,57.47,68.77,16.69,1307.1,0
65.87,61.57,73.19,108.24,34.03,57.82,68.27,65.99,85.06,57.05,68.37,15.93,1310.87,0
65.95,61.96,73.32,109.06,34.54,57.82,68.98,66.37,85.52,57.61,68.78,16.28,1319.05,0
66.39,62.68,73.67,108.7,34.74,58.02,69.49,66.64,85.91,57.86,68.78,15.81,1324.57,0
66.38,62.96,73.87,107.35,34.52,57.84,69.4,66.46,85.04,57.9,68.76,15.87,1320.88,0
66.78,63.14,73.52,108.44,34.52,57.92,69.69,66.23,85.37,58.14,68.83,16.09,1321.87,0
67.32,63.77,74,108.44,35,58.11,70.3,66.53,85.89,58.52,68.85,15.69,1329.15,0
67.1,63.6,73.7,110.9,35.04,58.31,70.37,66.74,86.81,58.53,68.46,15.95,1332.32,0
67.11,63.54,73.68,109.71,34.93,58.29,70.11,66.41,85.98,58.31,68.63,16.37,1328.01,0
66.86,64.13,73.92,111.18,35.15,58.6,70.47,66.92,87.1,58.44,68.5,16.72,1336.32,0
66.81,64.28,74.46,112.26,35.15,58.82,70.69,67.05,87.86,58.5,68.8,16.59,1340.43,0
66.66,64.47,74.58,112.64,35.22,58.94,70.85,67.01,87.04,58.73,68.78,16.43,1343.01,1
65.4,62.88,74.04,111.53,34.25,58.01,68.74,65.17,84.13,58.22,68.5,20.8,1315.44,0
64.35,61.89,73.81,113.54,34.05,57.43,67.41,64.23,83.4,57.73,68.19,22.13,1307.4,0
64.51,62.11,73.54,112.11,33.94,57.61,67.79,64.52,83.02,57.29,67.94,21.32,1306.1,0
65.6,62.95,73.95,113.96,34.45,58.17,68.59,65.46,84.52,58.41,68.46,19.22,1319.88,0
66.11,63.22,74.26,114.71,34.63,58.67,68.92,65.5,85.19,59.86,69.16,18.35,1327.22,0
64.81,62.07,73.8,112.65,33.92,58.25,67.39,64.32,83.47,58.08,68.61,21.01,1306.33,0
64.86,62.37,73.63,113.22,33.69,58.45,67.73,64.67,83.7,57.55,68.84,20.7,1308.44,0
65.35,63.48,74.41,114.99,34.39,59.59,69.36,65.82,85.41,58.38,69.54,18.6,1330.97,0
64.78,63,74.08,114.42,33.96,59.59,68.61,65.44,84.96,57.82,69.14,19.06,1321.15,0
64.58,62.36,73.79,113.6,33.75,59.03,67.95,64.45,83.43,57.4,69.3,20.66,1310.13,0
65.45,62.89,74.45,112.67,34.44,59.53,69.14,64.92,84.22,58.21,70.03,19.82,1321.82,0
65.82,63.07,74.82,111.86,34.41,59.6,68.97,64.4,83.02,58.15,70.74,20.22,1320.02,0
65.22,62.3,74.42,107.75,33.71,58.68,67.5,63.06,81.04,57.26,69.69,21.88,1295.11,0
65.03,62.61,74.49,109.6,33.91,58.84,68.17,63.45,82.09,57.84,69.92,20.08,1304.28,0
64.39,61.97,73.92,110.14,33.64,58.52,67.63,63.13,82.25,57.26,69.13,21.13,1296.39,0
63.98,61.42,73.19,109.21,33.26,57.91,66.91,62.25,82.05,56.96,67.93,24.32,1281.87,0
63.22,60.49,72.17,107.46,32.68,56.91,65.72,60.68,80.51,56.12,66.9,29.4,1256.88,0
64.21,60.64,72.62,110.67,33.05,57.51,66.59,61.19,81.7,56.55,67.08,26.37,1273.72,0
64.83,60.64,73.13,110.43,33.41,57.89,67.16,61.33,82.3,57.12,67.37,24.44,1279.21,0
64.58,61.59,74.1,113.55,33.7,58.32,68.62,62.55,83.84,57.74,68.32,20.61,1298.38,0
65.04,61.06,74.06,113.31,33.52,58.28,68.13,62.38,83.61,57.37,68.38,20.21,1293.77,0
65.36,61.64,74.3,113.45,33.4,58.22,68.34,62.75,84.65,56.74,68.32,19.17,1297.54,0
65.91,62.38,74.85,113.78,33.56,58.87,69.02,63.75,85.11,56.98,68.6,18,1309.66,0
66.32,62.64,74.93,114.88,33.62,59.06,69.33,63.95,85.64,57.01,68.05,17.91,1313.8,0
67.08,62.06,74.87,114.7,33.56,59.07,69.2,63.63,85.22,56.94,67.77,19.44,1310.19,0
67.62,62.58,75.23,115.99,33.64,59.45,69.65,64.04,86.1,57.17,68.35,18.16,1319.44,0
68.44,63.4,75.7,116.99,33.92,59.99,70.15,64.27,87.1,58,69.21,17.71,1328.26,0
68.57,63.14,75.59,116.73,33.89,60.04,70.37,64.23,87.36,58.47,69.07,17.74,1325.83,0
68.61,63.59,76.04,117.23,34.19,60.4,71.02,64.04,87.83,58.56,69.58,17.4,1332.41,0
68.76,63.73,76.17,117.32,34.19,60.71,71.13,63.76,88.41,58.52,69.59,17.5,1332.87,0
68.55,64.07,76.31,117.6,34.17,60.58,70.95,63.8,89.41,58.58,69.44,17.25,1332.63,0
68.72,63.99,76.6,116.29,34.56,60.7,71.04,64.25,88.77,58.61,69.92,16.9,1335.54,0
68.58,63.77,76.65,116.42,34.37,60.61,70.55,64.19,88.66,57.96,69.58,17.11,1333.51,0
68.45,63.37,76.41,116.86,34.06,60.58,69.84,63.83,88.01,57.54,69.43,17.87,1328.17,0
69.19,63.24,76.77,114.35,34.02,60.75,69.7,63.65,86.76,57.58,68.49,16.59,1324.46,0
68.64,63.07,76.95,110.98,33.89,60.67,69.13,63.03,85.5,57.48,68.1,17.09,1314.16,0
68.75,63.32,76.98,111.41,33.63,60.73,68.99,63.51,85.29,57.39,68.32,16.92,1314.41,0
68.92,63.15,77.45,112.17,33.45,61.03,69.05,63.35,85.5,58.22,68.66,16.27,1314.52,0
69.27,63.52,77.87,113.28,33.5,61.58,69.35,63.19,86.04,58.97,69.38,15.32,1319.68,0
68.09,62.97,77.33,111.42,33.09,60.8,68.33,62.61,84.86,58.44,68.72,16.96,1305.14,0
67.97,63.16,77.49,112.56,33.17,61.27,68.91,62.86,86.24,58.9,68.72,15.83,1312.62,0
68.61,64.29,77.92,115,33.3,61.9,69.94,64.41,87.32,59.59,69.57,15.07,1330.36,0
68.93,64.7,77.95,115.78,33.48,62.12,70.23,64.97,88.31,59.99,69.71,14.69,1337.38,0
68.7,64.6,77.68,115.19,33.47,62.15,69.98,65.15,87.96,60.39,69.78,15.77,1335.25,0
69.57,64.77,78.25,116.37,33.68,62.86,71.21,65.63,88.89,60.92,70.41,15.62,1347.24,0
70.39,65.43,78.76,116.3,33.91,63.63,71.62,65.95,89.06,61.37,70.98,15.35,1355.66,0
70.52,65.66,79.31,116.03,34.17,64.04,71.83,65.96,89.15,62.19,71.57,14.62,1360.48,0
70.01,65.68,79.57,118.09,34.13,63.89,72.17,66.19,89.61,61.83,71.75,14.75,1363.61,0
69.62,65.67,79.62,116.4,34.02,64.47,71.94,65.77,88.92,61.92,71.67,15.99,1361.22,0
70.42,65.38,79.82,113.42,34.07,64.2,71.56,65.43,87.79,61.39,72.03,16.7,1356.62,0
70.12,65.13,79.8,111.25,33.78,64.04,70.54,65.24,86.24,61.04,71.84,17.08,1347.32,0
69.78,65.01,79.21,108.95,33.43,63.63,70.25,64.96,85.44,61,71.27,18.2,1335.1,0
70.05,65.15,79.42,109.37,33.52,64.06,70.77,65.24,86.07,60.46,71.71,18.4,1340.2,0
70.42,65.24,79.71,111.34,33.5,64.53,71.15,65.52,87.35,60.77,71.97,17.16,1346.29,0
71.49,66.15,80.24,111.99,33.83,64.95,71.81,66.1,88.05,61.73,72.95,15.91,1357.16,0
71.05,65.68,80.13,108.69,33.43,64.77,70.97,65.55,85.88,61.08,72.64,16.95,1342.08,0
71.57,66.21,81.21,108.5,33.42,65.29,71.05,65.96,85.88,61.18,73.24,16.03,1348.65,0
70.94,65.73,81.13,107.92,32.96,65.13,70.14,65.19,84.75,60.53,72.89,17.07,1337.77,0
70.29,64.79,81.05,106.95,32.92,65.06,69.79,64.14,84.32,60.62,72.84,18.24,1329.47,0
70.41,64.71,81.25,106.87,33.09,65.01,68.9,63.95,83.57,60.6,73.18,17.55,1328.98,0
70.85,65.5,81.49,109.18,33.25,65.59,69.83,64.57,85.26,61.19,73.15,16.23,1340.68,0
71.11,65.71,81.85,109.33,33.31,65.45,70.3,64.67,85.25,61.45,73.32,15.52,1343.6,0
71.13,65.1,81.59,109.25,32.89,64.97,69.62,64.27,84.46,60.7,73.3,17.43,1333.27,0
70.58,64.41,81.04,107.58,32.45,64.27,68.49,63.22,83.51,60.08,72.39,18.27,1317.37,0
71.27,64.1,80.97,108.88,32.4,64.01,68.06,62.89,83.8,60.26,72.24,17.82,1316.28,0
71.06,64.24,80.47,110.66,32.43,64.19,68.68,63.25,84.95,60.54,72.21,17.07,1320.47,0
71.7,64.86,80.63,111.37,32.6,64.34,68.88,63.69,85.23,61.35,72.18,16.09,1325.69,0
72.19,65.13,80.97,111.72,32.87,64.38,69.32,64.04,86.17,61.7,72.3,15.98,1331.1,0
72.6,65.51,81.72,112.91,33.2,65.13,70.02,64.99,87.13,62.68,72.86,15.45,1345.2,1
71.29,64.06,80.84,110.25,32.12,64.2,67.79,63.55,84.55,60.88,72.09,18.3,1314.55,0
71.29,63.87,79.99,109.99,32.16,64.07,68.02,63.6,84.53,60.44,71.79,18.09,1312.94,0
69.98,62.96,79.16,109.94,31.94,63.39,67.08,62.66,83.3,60.68,71.27,17.95,1300.16,0
69.21,62.18,78.7,107.49,31.39,62.86,66.48,62.13,82.25,59.79,70.87,18.49,1286.17,0
69.11,62.26,78.55,107.36,31.37,63.05,66.43,61.99,82.63,60.42,70.98,18.07,1284.94,0
68.91,61.65,78.5,107.7,31.1,63.02,65.9,61.4,81.77,60.25,71.16,18.79,1279.56,0
69.1,62.19,78.97,109.09,31.38,63.6,66.37,61.5,83.06,59.6,71.19,17.77,1289,0
68.35,61.05,78.04,107.05,31.08,62.47,65.34,60.61,81.95,58.1,70.82,18.86,1270.98,0
68.53,60.99,78.39,105.33,31.35,62.65,65.33,60.49,81.36,58.34,71.01,19.61,1271.83,0
69.13,62.12,79.25,107.47,31.55,63.21,66.58,61.35,82.78,59.21,71.19,18.26,1287.87,0
68.25,61.24,78.16,105.2,30.93,62.4,65.72,60.26,81.03,58.26,70.47,21.32,1265.42,0
68.37,61.06,78.75,105.32,31.08,62.47,65.84,59.9,80.03,58.72,71.03,22.73,1267.64,0
68.7,61.49,79.18,105.1,31.32,62.56,66.12,59.74,79.98,59.28,71.51,21.85,1271.5,0
69.11,62.1,79.76,105.31,31.37,63.14,66.66,59.96,80.73,60,71.89,19.99,1278.36,0
70.09,63.44,79.87,107.49,31.77,63.67,67.82,61.21,82.97,60.47,72.02,18.86,1295.52,0
69.85,62.91,79.36,107.14,31.61,63.3,67.43,60.79,82.72,60.29,71.55,18.52,1287.14,0
69.83,63.34,78.57,106.09,31.27,63.24,67.31,61.41,82.79,59.07,71.03,19.29,1283.5,0
69.4,62.63,78.1,104.22,30.92,62.54,66.5,60.4,82.17,58.58,70.47,21.1,1268.45,0
69.81,63.39,78.47,104.73,31.25,62.83,67.03,61.18,82.39,58.83,71,20.56,1280.1,0
70.5,64.6,78.88,107.65,31.37,63.81,67.99,62.02,83.78,59.32,71.43,19.17,1296.67,0
70.95,64.84,79.25,109.07,32,63.92,68.31,62.45,85,59.94,71.78,17.27,1307.41,0
71.26,65.41,79.92,110.55,32.11,64.15,69.39,63.35,86.07,60.1,71.98,16.52,1320.64,0
72.43,66.62,80.47,111.73,32.63,64.97,70.66,64.38,86.96,61.13,72.9,15.87,1339.67,0
72.24,66.9,80.46,112.41,32.41,64.83,70.33,64.52,87.1,61.6,72.56,16.06,1337.88,0
72.52,66.74,80.94,112.16,32.34,65.12,70.71,64.78,87.3,62.06,72.75,16.34,1339.22,0
72.9,67.74,81.47,113.66,32.86,65.14,71.48,65.69,88.54,62.84,73.04,15.95,1353.22,0
72.55,67.26,81.24,112.97,32.5,64.93,70.68,65.37,88,62.76,72.79,15.95,1343.8,0
71.33,65.9,80.56,110.45,31.63,63.93,69.26,64.12,85.96,61.67,71.95,18.39,1319.49,0
71.3,65.66,80.35,110.08,31.56,63.95,68.58,63.42,85.66,61.88,72.28,19.87,1313.64,0
71.4,66.09,80.42,111.03,31.6,64.26,68.89,63.57,86.43,61.27,72.16,19.91,1317.72,0
70.41,65.49,80,110.2,31.33,64.1,68.05,62.95,85.39,60.7,71.77,20.8,1308.87,0
70.39,65.56,80.16,113.4,31.27,63.81,68.11,63.74,86.19,61.37,71.91,19.53,1316.14,0
69.41,64.78,79.65,112.84,30.84,63.28,67.3,63.36,85.27,60.94,71.15,20.95,1305.44,0
70.2,66.1,80.92,114.88,31.25,63.89,68.32,65.08,86.56,61.92,71.73,19.21,1326.73,0
69.96,65.69,80.72,114.73,31.57,63.68,68.46,64.78,86.81,62.37,72.17,19.09,1325.84,0
70.58,66.48,81.26,116.72,32.23,64.65,69.42,65.03,87.91,62.87,73.22,17.56,1343.8,0
70.34,66.68,81.14,117.36,32.19,64.61,68.87,65.81,87.75,63.18,72.83,17.52,1345.02,0
69.38,66.21,80.31,116.94,31.94,63.75,68.67,65.63,87.45,62.59,72.92,19.35,1337.43,0
69.32,66.07,80.14,116.47,31.91,63.18,67.45,65.83,86.69,62.73,72.6,20.23,1331.94,1
68.51,64.77,79.15,114.09,31.09,61.95,65.54,63.83,84.79,60.97,72.28,22.98,1304.89,0
67.58,64.45,79.22,113.37,31.15,61.85,65,63.82,84.51,61.03,71.9,23.74,1300.67,0
67.2,64.2,78.77,112.29,31.06,61.65,64.67,63.26,83.95,61.04,71.18,25.25,1292.28,0
67.62,63.88,78.54,112.23,30.96,60.47,64.37,63.06,83.66,60.12,71.39,23.66,1286.94,1
65.72,61.46,77.56,109,30.09,59.05,61.99,61.66,80.94,58.2,70.28,24.79,1254.05,0
66.56,61.98,78.05,108.51,30.21,59.18,62.52,62.5,81.18,57.72,70.27,23.38,1260.34,1
63.6,58.84,75.43,100.7,28.67,56.52,58.99,59.57,75.36,54.9,67.94,31.66,1200.07,0
63.23,58.56,76.55,99.91,28.17,56.79,58.84,59.03,74.99,53.53,68.22,32,1199.38,1
59.14,54.37,73.38,91.38,25.5,53.58,54.46,55.44,69.26,48.88,64.4,48,1119.46,0
62.16,56.85,75.2,95.81,27.44,55.74,57.17,57.96,73.55,53.33,66.83,35.06,1172.53,1
60.33,54.85,72.71,92.83,25.83,53.58,54.5,55.73,71.13,52.1,65.46,42.99,1120.76,0
62,57.29,74.79,97.52,27.24,55.8,56.98,58.18,74.7,54.8,68.24,39,1172.64,0
62.1,57.96,75.59,98.3,26.94,56.48,58,58.65,75.39,54.79,67.86,36.36,1178.81,0
63.75,58.91,76.61,101.67,27.86,57.62,59.04,59.75,76.77,56.79,70.23,31.87,1204.49,0
